"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","success","button_pressed","left_right_s1","left_right_s2","reward_s1","reward_s2"
"html-keyboard-response","11","59954","0.0-4.0-3.1","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","12","61546","0.0-4.0-0.2","1590.490000002319","","","","1","2","1","1","1"
"html-keyboard-response","13","62047","0.0-4.0-1.2","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","14","63048","0.0-4.0-2.2","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","15","64093","0.0-4.0-3.2","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","16","64758","0.0-4.0-0.3","664.3850000036764","","","","1","2","1","1","0"
"html-keyboard-response","17","65260","0.0-4.0-1.3","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","18","66264","0.0-4.0-2.3","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","19","67352","0.0-4.0-3.3","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","20","68198","0.0-4.0-0.4","845.0000000011642","","","","1","1","2","1","0"
"html-keyboard-response","21","68702","0.0-4.0-1.4","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","22","69706","0.0-4.0-2.4","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","23","70890","0.0-4.0-3.4","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","24","71780","0.0-4.0-0.5","888.5299999965355","","","","1","2","1","1","0"
"html-keyboard-response","25","72282","0.0-4.0-1.5","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","26","73283","0.0-4.0-2.5","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","27","74285","0.0-4.0-3.5","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","28","75034","0.0-4.0-0.6","747.8199999968638","","","","1","1","2","1","0"
"html-keyboard-response","29","75539","0.0-4.0-1.6","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","30","76544","0.0-4.0-2.6","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","31","77872","0.0-4.0-3.6","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","32","79156","0.0-4.0-0.7","1282.9249999995227","","","","1","2","1","1","0"
"html-keyboard-response","33","79661","0.0-4.0-1.7","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","34","80667","0.0-4.0-2.7","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","35","81324","0.0-4.0-3.7","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","36","82366","0.0-4.0-0.8","1040.8800000004703","","","","1","1","2","0","0"
"html-keyboard-response","37","82869","0.0-4.0-1.8","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","38","83870","0.0-4.0-2.8","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","39","84909","0.0-4.0-3.8","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","40","86034","0.0-4.0-0.9","1124.6549999996205","","","","1","2","1","0","0"
"html-keyboard-response","41","86537","0.0-4.0-1.9","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","42","87539","0.0-4.0-2.9","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","43","88504","0.0-4.0-3.9","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","44","89042","0.0-4.0-0.10","536.5899999960675","","","","1","1","2","1","0"
"html-keyboard-response","45","89547","0.0-4.0-1.10","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","46","90551","0.0-4.0-2.10","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","47","92004","0.0-4.0-3.10","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","48","92882","0.0-4.0-0.11","876.9150000007357","","","","1","1","2","1","1"
"html-keyboard-response","49","93384","0.0-4.0-1.11","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","50","94387","0.0-4.0-2.11","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","51","94966","0.0-4.0-3.11","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","52","95700","0.0-4.0-0.12","733.6600000053295","","","","1","1","2","1","0"
"html-keyboard-response","53","96204","0.0-4.0-1.12","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","54","97209","0.0-4.0-2.12","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","55","97736","0.0-4.0-3.12","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","56","98954","0.0-4.0-0.13","1216.614999997546","","","","1","2","1","1","0"
"html-keyboard-response","57","99455","0.0-4.0-1.13","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","58","100460","0.0-4.0-2.13","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","59","101836","0.0-4.0-3.13","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","60","102996","0.0-4.0-0.14","1159.2000000018743","","","","1","2","1","1","1"
"html-keyboard-response","61","103501","0.0-4.0-1.14","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","62","104505","0.0-4.0-2.14","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","63","105352","0.0-4.0-3.14","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","64","106460","0.0-4.0-0.15","1106.9250000000466","","","","1","2","1","0","0"
"html-keyboard-response","65","106963","0.0-4.0-1.15","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","66","107967","0.0-4.0-2.15","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","67","108582","0.0-4.0-3.15","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","68","109290","0.0-4.0-0.16","707.5299999996787","","","","1","1","2","1","0"
"html-keyboard-response","69","109797","0.0-4.0-1.16","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","70","110798","0.0-4.0-2.16","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","71","112090","0.0-4.0-3.16","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","72","112632","0.0-4.0-0.17","541.350000006787","","","","1","1","2","1","0"
"html-keyboard-response","73","113137","0.0-4.0-1.17","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","74","114140","0.0-4.0-2.17","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","75","114688","0.0-4.0-3.17","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","76","115350","0.0-4.0-0.18","660.8699999997043","","","","0","2","1","0","0"
"html-keyboard-response","77","115854","0.0-4.0-1.18","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","78","116858","0.0-4.0-2.18","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","79","118189","0.0-4.0-3.18","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","80","119127","0.0-4.0-0.19","935.9800000020186","","","","0","2","1","1","0"
"html-keyboard-response","81","119632","0.0-4.0-1.19","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","82","120635","0.0-4.0-2.19","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","83","121549","0.0-4.0-3.19","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","84","122364","0.0-4.0-0.20","814.024999999674","","","","0","2","1","1","0"
"html-keyboard-response","85","122866","0.0-4.0-1.20","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","86","123870","0.0-4.0-2.20","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","87","125158","0.0-4.0-3.20","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","88","126296","0.0-4.0-0.21","1137.6450000025216","","","","0","1","2","0","0"
"html-keyboard-response","89","126801","0.0-4.0-1.21","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","90","127805","0.0-4.0-2.21","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","91","128984","0.0-4.0-3.21","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","92","129984","0.0-4.0-0.22","999.2950000014389","","","","0","2","1","1","0"
"html-keyboard-response","93","130490","0.0-4.0-1.22","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","94","131491","0.0-4.0-2.22","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","95","132913","0.0-4.0-3.22","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","96","134080","0.0-4.0-0.23","1166.39999999461","","","","0","1","2","1","0"
"html-keyboard-response","97","134585","0.0-4.0-1.23","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","98","135590","0.0-4.0-2.23","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","99","136123","0.0-4.0-3.23","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","100","137010","0.0-4.0-0.24","885.8749999999418","","","","0","2","1","1","1"
"html-keyboard-response","101","137513","0.0-4.0-1.24","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","102","138518","0.0-4.0-2.24","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","103","139151","0.0-4.0-3.24","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","104","139748","0.0-4.0-0.25","596.64000000339","","","","0","2","1","1","0"
"html-keyboard-response","105","140251","0.0-4.0-1.25","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","106","141254","0.0-4.0-2.25","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","107","142114","0.0-4.0-3.25","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","108","143522","0.0-4.0-0.26","1407.3399999979301","","","","0","1","2","1","0"
"html-keyboard-response","109","144024","0.0-4.0-1.26","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","110","145027","0.0-4.0-2.26","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","111","145712","0.0-4.0-3.26","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","112","146484","0.0-4.0-0.27","770.7450000016252","","","","0","2","1","0","1"
"html-keyboard-response","113","146988","0.0-4.0-1.27","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","114","147989","0.0-4.0-2.27","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","115","149085","0.0-4.0-3.27","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","116","150140","0.0-4.0-0.28","1054.5649999985471","","","","0","1","2","1","0"
"html-keyboard-response","117","150641","0.0-4.0-1.28","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","118","151645","0.0-4.0-2.28","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","119","152167","0.0-4.0-3.28","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","120","153224","0.0-4.0-0.29","1055.7799999951385","","","","0","1","2","1","0"
"html-keyboard-response","121","153725","0.0-4.0-1.29","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","122","154729","0.0-4.0-2.29","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","123","155780","0.0-4.0-3.29","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","124","157238","0.0-4.0-0.30","1457.830000006652","","","","0","2","1","1","0"
"html-keyboard-response","125","157743","0.0-4.0-1.30","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","126","158746","0.0-4.0-2.30","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","127","160193","0.0-4.0-3.30","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","128","160806","0.0-4.0-0.31","611.9850000031875","","","","0","2","1","1","0"
"html-keyboard-response","129","161307","0.0-4.0-1.31","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","130","162311","0.0-4.0-2.31","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","131","163607","0.0-4.0-3.31","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","132","164268","0.0-4.0-0.32","660.554999994929","","","","0","1","2","0","0"
"html-keyboard-response","133","164769","0.0-4.0-1.32","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
