"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","success","button_pressed","left_right_s1","left_right_s2","reward_s1","reward_s2"
"html-keyboard-response","10","21465","0.0-4.0-2.1","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","11","22826","0.0-4.0-3.1","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","12","23883","0.0-4.0-0.2","1055.0750000038533","","","","0","2","1","1","1"
"html-keyboard-response","13","24384","0.0-4.0-1.2","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","14","25389","0.0-4.0-2.2","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","15","26149","0.0-4.0-3.2","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","16","26964","0.0-4.0-0.3","814.3049999998766","","","","0","2","1","1","0"
"html-keyboard-response","17","27468","0.0-4.0-1.3","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","18","28474","0.0-4.0-2.3","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","19","29784","0.0-4.0-3.3","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","20","30610","0.0-4.0-0.4","824.9749999959022","","","","0","1","2","1","0"
"html-keyboard-response","21","31116","0.0-4.0-1.4","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","22","32118","0.0-4.0-2.4","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","23","32995","0.0-4.0-3.4","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","24","33662","0.0-4.0-0.5","666.3199999966309","","","","0","2","1","1","0"
"html-keyboard-response","25","34163","0.0-4.0-1.5","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","26","35168","0.0-4.0-2.5","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","27","36623","0.0-4.0-3.5","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","28","37674","0.0-4.0-0.6","1050.1000000003842","","","","0","1","2","1","0"
"html-keyboard-response","29","38176","0.0-4.0-1.6","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","30","39182","0.0-4.0-2.6","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","31","39913","0.0-4.0-3.6","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","32","40859","0.0-4.0-0.7","944.3700000047102","","","","0","2","1","1","0"
"html-keyboard-response","33","41361","0.0-4.0-1.7","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","34","42363","0.0-4.0-2.7","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","35","42934","0.0-4.0-3.7","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","36","43940","0.0-4.0-0.8","1005.0799999953597","","","","0","1","2","0","0"
"html-keyboard-response","37","44443","0.0-4.0-1.8","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","38","45446","0.0-4.0-2.8","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","39","46156","0.0-4.0-3.8","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","40","47056","0.0-4.0-0.9","899.5450000002165","","","","0","2","1","0","0"
"html-keyboard-response","41","47562","0.0-4.0-1.9","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","42","48563","0.0-4.0-2.9","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","43","49997","0.0-4.0-3.9","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","44","51034","0.0-4.0-0.10","1036.130000000412","","","","0","1","2","1","0"
"html-keyboard-response","45","51539","0.0-4.0-1.10","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","46","52544","0.0-4.0-2.10","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","47","53615","0.0-4.0-3.10","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","48","54742","0.0-4.0-0.11","1126.8600000039442","","","","0","1","2","1","1"
"html-keyboard-response","49","55243","0.0-4.0-1.11","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","50","56248","0.0-4.0-2.11","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","51","56959","0.0-4.0-3.11","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","52","57878","0.0-4.0-0.12","917.7599999966333","","","","0","1","2","1","0"
"html-keyboard-response","53","58384","0.0-4.0-1.12","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","54","59388","0.0-4.0-2.12","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","55","60281","0.0-4.0-3.12","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","56","61244","0.0-4.0-0.13","963.1349999981467","","","","0","2","1","1","0"
"html-keyboard-response","57","61750","0.0-4.0-1.13","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","58","62754","0.0-4.0-2.13","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","59","63546","0.0-4.0-3.13","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","60","64402","0.0-4.0-0.14","856.0199999992619","","","","0","2","1","1","1"
"html-keyboard-response","61","64907","0.0-4.0-1.14","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","62","65912","0.0-4.0-2.14","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","63","67218","0.0-4.0-3.14","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","64","68115","0.0-4.0-0.15","895.7599999994272","","","","0","2","1","0","0"
"html-keyboard-response","65","68616","0.0-4.0-1.15","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","66","69617","0.0-4.0-2.15","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","67","70992","0.0-4.0-3.15","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","68","71834","0.0-4.0-0.16","840.9950000059325","","","","0","1","2","1","0"
"html-keyboard-response","69","72336","0.0-4.0-1.16","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","70","73339","0.0-4.0-2.16","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","71","74237","0.0-4.0-3.16","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","72","75313","0.0-4.0-0.17","1074.4399999966845","","","","0","1","2","1","0"
"html-keyboard-response","73","75818","0.0-4.0-1.17","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","74","76822","0.0-4.0-2.17","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","75","77959","0.0-4.0-3.17","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","76","78702","0.0-4.0-0.18","741.8800000014016","","","","0","2","1","0","0"
"html-keyboard-response","77","79203","0.0-4.0-1.18","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","78","80206","0.0-4.0-2.18","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","79","80791","0.0-4.0-3.18","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","80","81400","0.0-4.0-0.19","608.6649999997462","","","","0","2","1","1","0"
"html-keyboard-response","81","81902","0.0-4.0-1.19","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","82","82903","0.0-4.0-2.19","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","83","84214","0.0-4.0-3.19","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","84","85190","0.0-4.0-0.20","974.900000001071","","","","0","2","1","1","0"
"html-keyboard-response","85","85691","0.0-4.0-1.20","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","86","86696","0.0-4.0-2.20","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","87","87466","0.0-4.0-3.20","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","88","88672","0.0-4.0-0.21","1205.6749999974272","","","","0","1","2","0","0"
"html-keyboard-response","89","89177","0.0-4.0-1.21","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","90","90179","0.0-4.0-2.21","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","91","90844","0.0-4.0-3.21","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","92","91914","0.0-4.0-0.22","1069.2249999992782","","","","0","2","1","1","0"
"html-keyboard-response","93","92418","0.0-4.0-1.22","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","94","93419","0.0-4.0-2.22","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","95","94064","0.0-4.0-3.22","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","96","95099","0.0-4.0-0.23","1034.1449999978067","","","","0","1","2","1","0"
"html-keyboard-response","97","95603","0.0-4.0-1.23","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","98","96607","0.0-4.0-2.23","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","99","98034","0.0-4.0-3.23","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","100","98654","0.0-4.0-0.24","618.9100000046892","","","","0","2","1","1","1"
"html-keyboard-response","101","99155","0.0-4.0-1.24","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","102","100160","0.0-4.0-2.24","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","103","101158","0.0-4.0-3.24","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","104","102065","0.0-4.0-0.25","905.800000000454","","","","0","2","1","1","0"
"html-keyboard-response","105","102568","0.0-4.0-1.25","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","106","103573","0.0-4.0-2.25","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","107","104472","0.0-4.0-3.25","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","108","105270","0.0-4.0-0.26","797.2650000010617","","","","0","1","2","1","0"
"html-keyboard-response","109","105771","0.0-4.0-1.26","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","110","106777","0.0-4.0-2.26","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","111","107948","0.0-4.0-3.26","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","112","108789","0.0-4.0-0.27","839.9949999948149","","","","0","2","1","0","1"
"html-keyboard-response","113","109292","0.0-4.0-1.27","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","114","110294","0.0-4.0-2.27","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","115","111155","0.0-4.0-3.27","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","116","112841","0.0-4.0-0.28","1685.2499999949941","","","","0","1","2","1","0"
"html-keyboard-response","117","113346","0.0-4.0-1.28","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","118","114350","0.0-4.0-2.28","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","119","115758","0.0-4.0-3.28","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","120","116740","0.0-4.0-0.29","981.6050000008545","","","","0","1","2","1","0"
"html-keyboard-response","121","117243","0.0-4.0-1.29","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","122","118247","0.0-4.0-2.29","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","123","118978","0.0-4.0-3.29","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","124","119887","0.0-4.0-0.30","908.1249999944703","","","","0","2","1","1","0"
"html-keyboard-response","125","120387","0.0-4.0-1.30","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","126","121391","0.0-4.0-2.30","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","127","122504","0.0-4.0-3.30","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","128","123421","0.0-4.0-0.31","915.6699999948614","","","","0","2","1","1","0"
"html-keyboard-response","129","123926","0.0-4.0-1.31","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","130","124930","0.0-4.0-2.31","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","131","125869","0.0-4.0-3.31","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","132","126917","0.0-4.0-0.32","1046.8449999971199","","","","0","1","2","0","0"
"html-keyboard-response","133","127418","0.0-4.0-1.32","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
