"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","success","button_pressed","left_right_s1","left_right_s2","reward_s1","reward_s2"
"html-keyboard-response","58","58291","0.0-4.0-2.13","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","59","59385","0.0-4.0-3.13","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","60","59934","0.0-4.0-0.14","547.5049999949988","","","","0","2","1","1","1"
"html-keyboard-response","61","60438","0.0-4.0-1.14","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","62","61439","0.0-4.0-2.14","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","63","62384","0.0-4.0-3.14","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","64","63768","0.0-4.0-0.15","1382.7600000004168","","","","0","2","1","0","0"
"html-keyboard-response","65","64269","0.0-4.0-1.15","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","66","65275","0.0-4.0-2.15","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","67","66178","0.0-4.0-3.15","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","68","66794","0.0-4.0-0.16","614.2650000037975","","","","1","1","2","1","0"
"html-keyboard-response","69","67297","0.0-4.0-1.16","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","70","68298","0.0-4.0-2.16","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","71","69797","0.0-4.0-3.16","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","72","71060","0.0-4.0-0.17","1262.1950000029756","","","","0","1","2","1","0"
"html-keyboard-response","73","71564","0.0-4.0-1.17","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","74","72565","0.0-4.0-2.17","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","75","73118","0.0-4.0-3.17","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","76","74394","0.0-4.0-0.18","1274.9899999980698","","","","0","2","1","0","0"
"html-keyboard-response","77","74897","0.0-4.0-1.18","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","78","75902","0.0-4.0-2.18","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","79","77386","0.0-4.0-3.18","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","80","78448","0.0-4.0-0.19","1060.685000004014","","","","1","2","1","1","0"
"html-keyboard-response","81","78952","0.0-4.0-1.19","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","82","79954","0.0-4.0-2.19","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","83","80648","0.0-4.0-3.19","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","84","81484","0.0-4.0-0.20","834.8800000021583","","","","0","2","1","1","0"
"html-keyboard-response","85","81985","0.0-4.0-1.20","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","86","82989","0.0-4.0-2.20","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","87","83541","0.0-4.0-3.20","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","88","84906","0.0-4.0-0.21","1364.3149999988964","","","","0","1","2","0","0"
"html-keyboard-response","89","85411","0.0-4.0-1.21","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","90","86414","0.0-4.0-2.21","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","91","87890","0.0-4.0-3.21","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","92","88828","0.0-4.0-0.22","936.3100000045961","","","","1","2","1","1","0"
"html-keyboard-response","93","89330","0.0-4.0-1.22","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","94","90332","0.0-4.0-2.22","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","95","91347","0.0-4.0-3.22","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","96","91996","0.0-4.0-0.23","647.7650000015274","","","","1","1","2","1","0"
"html-keyboard-response","97","92497","0.0-4.0-1.23","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","98","93502","0.0-4.0-2.23","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","99","94493","0.0-4.0-3.23","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","100","95008","0.0-4.0-0.24","513.7099999992643","","","","0","2","1","1","1"
"html-keyboard-response","101","95513","0.0-4.0-1.24","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","102","96515","0.0-4.0-2.24","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","103","97398","0.0-4.0-3.24","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","104","97866","0.0-4.0-0.25","466.8600000004517","","","","0","2","1","1","0"
"html-keyboard-response","105","98370","0.0-4.0-1.25","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","106","99372","0.0-4.0-2.25","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","107","100222","0.0-4.0-3.25","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","108","101816","0.0-4.0-0.26","1592.6399999952991","","","","0","1","2","1","0"
"html-keyboard-response","109","102321","0.0-4.0-1.26","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","110","103327","0.0-4.0-2.26","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","111","103883","0.0-4.0-3.26","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","112","104924","0.0-4.0-0.27","1040.0450000015553","","","","0","2","1","0","1"
"html-keyboard-response","113","105428","0.0-4.0-1.27","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","114","106434","0.0-4.0-2.27","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/punishment.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","115","107165","0.0-4.0-3.27","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","116","108508","0.0-4.0-0.28","1341.9750000030035","","","","0","1","2","1","0"
"html-keyboard-response","117","109012","0.0-4.0-1.28","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","118","110013","0.0-4.0-2.28","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","119","111450","0.0-4.0-3.28","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","120","112466","0.0-4.0-0.29","1015.0250000006054","","","","0","1","2","1","0"
"html-keyboard-response","121","112967","0.0-4.0-1.29","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","122","113970","0.0-4.0-2.29","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","123","114683","0.0-4.0-3.29","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","124","115530","0.0-4.0-0.30","845.7500000004075","","","","0","2","1","1","0"
"html-keyboard-response","125","116031","0.0-4.0-1.30","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","126","117034","0.0-4.0-2.30","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","127","118142","0.0-4.0-3.30","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","128","118740","0.0-4.0-0.31","596.4850000018487","","","","0","2","1","1","0"
"html-keyboard-response","129","119245","0.0-4.0-1.31","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","130","120250","0.0-4.0-2.31","null","<p style='position: absolute; top: 40%;right: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;left: 20%'><img src='img/s2.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 45%'><img src='img/reward.jpeg' width='200px'/></p>","null","","","","","",""
"html-keyboard-response","131","121266","0.0-4.0-3.31","null","<p style=""font-size: 48px"">+</p>","null","","","","","",""
"html-button-response","132","122314","0.0-4.0-0.32","1047.0449999993434","","","","0","1","2","0","0"
"html-keyboard-response","133","122815","0.0-4.0-1.32","null","<p style='position: absolute; top: 40%;left: 20%'><img src='img/s1s.jpeg' width='200px'/></p> <p style='position: absolute; top: 40%;right: 20%'><img src='img/s2.jpeg' width='200px'/></p>","null","","","","","",""
