subjID	choice	RT	condition
1	2	0.656860985340697	1
1	2	0.575715446101458	1
1	2	0.516849550036345	1
1	2	0.593458247612467	1
1	2	0.550081988622594	1
1	2	0.610611584510978	1
1	2	0.487534900759112	1
1	2	0.572287346240078	1
1	2	0.540056332845018	1
1	2	0.627233544261674	1
1	1	0.648343819516143	1
1	2	0.472544491408939	1
1	2	0.583735459291837	1
1	1	0.649280112627029	1
1	2	0.615102257896701	1
1	1	0.647249005249577	1
1	2	0.607652321839446	1
1	1	0.558324559457274	1
1	2	0.612969816919809	1
1	2	0.528155517417086	1
1	2	0.632343268953513	1
1	2	0.599118856210482	1
1	2	0.582343751288561	1
1	1	0.590465161902223	1
1	2	0.536369539390146	1
1	2	0.621059302066285	1
1	2	0.684241521353975	1
1	2	0.510052964441882	1
1	1	0.465545773845575	1
1	2	0.527565320661785	1
1	2	0.4946443943141	1
1	1	0.660576946721648	1
1	2	0.49794189094491	1
1	2	0.677208444505049	1
1	2	0.718834205746121	1
1	2	0.484116054925073	1
1	2	0.625016406890506	1
1	1	0.540989172443422	1
1	2	0.579639289369826	1
1	2	0.701748014282693	1
1	2	0.710841214796136	1
1	1	0.651594619501541	1
1	2	0.518422511900722	1
1	2	0.652225710258202	1
1	2	0.52837293993396	1
1	2	0.526387957121591	1
1	2	0.464501300645721	1
1	2	0.580459221546187	1
1	2	0.717586784944682	1
1	2	0.537705450830073	1
1	2	0.648399102897001	1
1	2	0.550232836745612	1
1	2	0.541817573535445	1
1	1	0.671530275815382	1
1	2	0.585281442554006	1
1	2	0.538968455171293	1
1	2	0.531350660592154	1
1	2	0.602711705026004	1
1	2	0.532835373843956	1
1	2	0.493914097382117	1
1	2	0.620007069619501	1
1	2	0.500145520190565	1
1	1	0.54556193204262	1
1	2	0.854552947875834	1
1	1	0.545267034545616	1
1	2	0.498841247675906	1
1	2	0.550824485487963	1
1	2	0.497416184608084	1
1	2	0.555660978374502	1
1	2	0.484157806458951	1
1	1	0.517626117258743	1
1	2	0.520969926436338	1
1	2	0.572560731145669	1
1	2	0.507733680854916	1
1	2	0.553954202918894	1
1	1	0.507125222478611	1
1	2	0.53324023728404	1
1	2	0.592192751264269	1
1	2	0.549303539563112	1
1	2	0.495199561123248	1
1	2	0.583181325911335	1
1	2	0.715983073671621	1
1	1	0.649091842947852	1
1	2	0.533294971522069	1
1	1	0.66328993605941	1
1	1	0.839235249148296	1
1	2	0.632014100373184	1
1	2	0.496225706972687	1
1	2	0.468080087853729	1
1	2	0.566841191737944	1
1	2	0.465773601504999	1
1	2	0.523090512915829	1
1	1	0.60072046508897	1
1	1	0.634221244821585	1
1	2	0.444324264848907	1
1	2	0.640908219731347	1
1	2	0.593929601990164	1
1	2	0.643691480695716	1
1	2	0.456301448722841	1
1	2	0.653746906808851	1
1	2	0.576895534337911	1
1	2	0.669895257231007	1
1	2	0.576822292269606	1
1	2	0.560011495388813	1
1	1	0.799149399558672	1
1	2	0.597112670561266	1
1	2	0.692239729980815	1
1	2	0.553486733935537	1
1	2	0.625365297298132	1
1	2	0.678947301655796	1
1	2	0.574944763858788	1
1	1	0.591070573457953	1
1	2	0.599374263282098	1
1	1	0.661369287895534	1
1	2	0.500494144709186	1
1	2	0.538239643718221	1
1	2	0.546138877828844	1
1	1	0.626657156233542	1
1	1	0.607269093063949	1
1	2	0.572119758985832	1
1	2	0.60469867416516	1
1	1	0.74680535364497	1
1	2	0.579488070255638	1
1	2	0.511756392516402	1
1	2	0.457048276052368	1
1	2	0.507615522490114	1
1	2	0.492553217405842	1
1	2	0.505118010071421	1
1	1	1.13744725848151	1
1	1	0.659837070425828	1
1	2	0.541538769893221	1
1	2	0.598930157965498	1
1	2	0.525201762668417	1
1	2	0.573076795260294	1
1	2	0.52881662278519	1
1	2	0.584866831011387	1
1	2	0.739032696356059	1
1	2	0.634751036040812	1
1	2	0.644839985651348	1
1	2	0.580323728270511	1
1	1	0.611737163540716	1
1	2	0.538825318553024	1
1	2	0.637552655521386	1
1	2	0.700877067830518	1
1	2	0.606666556730556	1
1	2	0.57422984526562	1
1	2	0.509103704169089	1
1	2	0.567962322717627	1
1	2	0.536486322515736	1
1	2	0.54991401102051	1
1	2	0.550713059493996	1
1	1	0.934062811782695	1
1	2	0.582885069303905	1
1	2	0.648974614951059	1
1	2	0.584757571447748	1
1	2	2.14649393105337	1
1	2	0.641012089726739	1
1	1	0.477150657970074	1
1	2	0.554527937181651	1
1	1	0.618232515226745	1
1	1	0.654399455209322	1
1	2	0.583657745871917	1
1	2	0.561123211527555	1
1	1	0.661260136695111	1
1	2	0.656455021005182	1
1	2	0.500409334446363	1
1	2	0.636664598604666	1
1	2	0.541052988065348	1
1	1	0.582576912772549	1
1	2	0.882963575561192	1
1	2	0.498102655530491	1
1	2	0.6221614728236	1
1	1	0.523437255728199	1
1	2	0.501243278931894	1
1	2	0.551086493116079	1
1	1	0.550107965297485	1
1	2	0.470230212047125	1
1	2	0.44548467600003	1
1	1	1.0765590222695	1
1	2	0.542269475116307	1
1	2	0.630552821052208	1
1	2	0.520782701672682	1
1	2	0.467646738217628	1
1	2	0.527476221423626	1
1	1	0.619262299428684	1
1	2	0.589266557940173	1
1	2	0.57284959158362	1
1	2	0.657640558532439	1
1	2	0.661248148340756	1
1	2	0.479460690191543	1
1	1	0.6169171666172	1
1	1	0.677780726282624	1
1	2	0.513009166695538	1
1	2	0.542956946571147	1
1	2	0.579353246892255	1
1	1	0.668136089040182	1
1	2	0.64941357769642	1
1	2	0.583617349188901	1
1	2	0.558899597427139	1
1	1	0.612021254777374	1
1	2	0.883884403076984	1
1	2	0.534864150875541	1
1	2	0.473949999242008	1
1	2	0.622760932414901	1
1	1	0.609697204334319	1
1	2	0.542560462540399	1
1	2	0.700437418446442	1
1	1	0.730106284271507	1
1	2	0.608169434795652	1
1	2	0.552898777583683	1
1	2	0.517570025283388	1
1	2	0.489573438565071	1
1	2	0.494207135892096	1
1	2	0.557664905450559	1
1	2	0.711432869257499	1
1	2	0.523737590983618	1
1	2	0.603071803581177	1
1	2	0.550367979681683	1
1	2	0.582251066700275	1
1	2	0.497417978722809	1
1	2	0.578584337512413	1
1	2	0.504369208625083	1
1	2	0.641447441350033	1
1	2	0.53824451966924	1
1	2	0.700860857558661	1
1	2	0.550479490453208	1
1	1	0.61467024728834	1
1	2	0.518887402389015	1
1	2	0.535116969163057	1
1	2	0.575577274951895	1
1	2	0.784491798160311	1
1	1	0.484726647081497	1
1	1	0.703971219912427	1
1	2	0.49699679643655	1
1	2	0.479629474392405	1
1	2	0.50021874472195	1
1	2	0.504236626372313	1
1	2	0.557359874584523	1
1	2	0.531138419413037	1
1	2	0.665507339597616	1
1	2	0.781488660282675	1
1	2	0.532879222461092	1
1	1	0.980248443479982	1
1	1	0.524821665618544	1
1	2	0.622046187508412	1
1	2	0.511937573950137	1
1	1	0.549795097217103	1
1	2	0.48798220815563	1
1	2	0.568672597399827	1
1	2	0.598230078244534	1
1	1	0.581579954304435	1
1	1	0.872641030933162	1
1	1	0.525918423162502	1
1	2	0.530959301858819	1
1	2	0.517473392488604	1
1	2	0.446301852344076	1
1	2	0.580026193177082	1
1	2	0.629508460829688	1
1	2	0.589154958515719	1
1	2	0.643986361238964	1
1	2	0.66139004625055	1
1	2	0.583595341324641	1
1	2	0.506779356688263	1
1	2	0.469566490062245	1
1	1	0.563836740445989	1
1	2	0.514872369173883	1
1	2	0.739687673705556	1
1	2	0.904555657137096	1
1	2	0.473185324194517	1
1	2	0.637540217331288	1
1	2	0.645130148037471	1
1	2	0.555131929738596	1
1	2	0.580506888694215	1
1	2	0.555754976294463	1
1	2	0.557732519956363	1
1	2	0.66487131505752	1
1	2	0.579081913023986	1
1	2	0.50652033962072	1
1	2	0.473927942254179	1
1	2	0.665343020183127	1
1	2	0.530631719190679	1
1	2	0.634169207287437	1
1	1	0.559196105826433	1
1	2	0.590939487759942	1
1	1	0.501423843669611	1
1	2	0.788657759734755	1
1	2	0.53179661996936	1
1	2	0.491005483665377	1
1	2	0.541429343809603	1
1	2	0.483189537466158	1
1	1	0.53474170965037	1
1	2	0.654393959552438	1
1	2	0.507556350824867	1
1	2	0.526859470212404	1
1	2	0.518915181791731	1
1	2	0.663959957643874	1
1	2	0.510730850264163	1
1	2	0.53562142519291	1
1	2	0.53371074476304	1
1	2	0.496594282758203	1
1	2	0.524037348010814	1
1	2	0.638052845993274	1
1	2	0.54988727405218	1
1	2	0.539381709508489	1
1	2	0.493137427794494	1
1	1	0.78735194450566	2
1	1	0.722323002196792	2
1	1	0.792957196480067	2
1	1	0.612409053487129	2
1	1	0.514735131127035	2
1	1	0.553142916796047	2
1	1	0.49176605292234	2
1	1	0.558659894118448	2
1	1	0.522758334073569	2
1	1	0.469511262891693	2
1	2	0.721927363865063	2
1	1	0.524156816045569	2
1	1	0.660172001672909	2
1	2	0.744210231019516	2
1	1	0.639005173890929	2
1	1	0.561795417512926	2
1	1	0.491095706286767	2
1	1	0.603415344233463	2
1	1	0.614815699136926	2
1	2	0.535568725911394	2
1	1	0.568576336460617	2
1	1	0.480498322373972	2
1	1	0.64602411235691	2
1	1	0.491286978498597	2
1	1	0.525859243757497	2
1	1	0.779483574892927	2
1	2	0.669958380499682	2
1	1	0.492124516605564	2
1	1	0.559240521730205	2
1	1	0.716661693024043	2
1	1	0.513688538003095	2
1	1	1.08209751334756	2
1	1	0.503085178325375	2
1	1	0.500341923822146	2
1	2	0.548142629729981	2
1	1	0.447687488714871	2
1	1	0.569840342895082	2
1	1	0.58404886348401	2
1	1	0.941668816036477	2
1	1	0.486420414034559	2
1	1	0.590928834767698	2
1	1	0.477460728010912	2
1	2	0.638172275669741	2
1	1	1.02944985499513	2
1	1	0.57172553149385	2
1	1	0.653612955077532	2
1	1	0.535268790642357	2
1	2	0.514247690779565	2
1	1	0.537724624713004	2
1	2	0.564117278668422	2
1	2	0.58388092299557	2
1	1	0.481887447436595	2
1	1	0.554990758478033	2
1	1	0.798696250862203	2
1	1	0.597018976815525	2
1	1	0.558715514346122	2
1	1	0.596709973450183	2
1	1	0.778822260053659	2
1	1	0.505073878470336	2
1	1	0.539053498604363	2
1	1	0.519149709903712	2
1	2	0.564179729493939	2
1	1	0.610986373894966	2
1	1	0.54425028812722	2
1	1	0.599571214416477	2
1	1	0.546870838418913	2
1	2	0.621574335135747	2
1	1	0.620723387723128	2
1	1	0.532276438971373	2
1	1	0.785102954725488	2
1	1	0.548397950039201	2
1	2	0.792425028058688	2
1	1	0.73625754716419	2
1	1	0.581340503632767	2
1	1	0.56473387853506	2
1	1	0.52247700659135	2
1	2	0.931691955755793	2
1	1	0.502078408932004	2
1	1	0.494698867503325	2
1	1	0.545157574502556	2
1	1	0.537099241580058	2
1	1	0.526765002240371	2
1	1	0.745860072289926	2
1	1	0.486974541560003	2
1	1	0.632117924428789	2
1	1	0.564105245995402	2
1	1	0.510606063592491	2
1	1	0.544183694206253	2
1	1	0.866075309500274	2
1	2	0.580462094388678	2
1	1	0.538951572583927	2
1	1	0.570441431817118	2
1	1	0.708289450689674	2
1	1	0.657547907730376	2
1	1	0.539150332376535	2
1	1	0.480016384952396	2
1	2	0.602171279381976	2
1	1	0.635629936839764	2
1	2	0.569543207829276	2
1	1	0.691684704603542	2
1	1	0.582686219706661	2
1	2	0.521778627400313	2
1	1	0.450292482073843	2
1	1	0.507402439583819	2
1	1	0.485465310147702	2
1	1	0.502854064283145	2
1	2	0.60929156031983	2
1	1	0.684962484245622	2
1	1	0.488590570072801	2
1	2	0.630794058878431	2
1	1	0.612950154235947	2
1	2	0.735099311834007	2
1	1	0.679135240678743	2
1	2	0.593444067007629	2
1	1	0.587276708263876	2
1	1	0.583017422833256	2
1	1	0.557445474901499	2
1	1	0.534393660414149	2
1	2	0.567147047752604	2
1	1	0.44931326171309	2
1	1	0.625476879592757	2
1	1	0.502170426706236	2
1	1	0.500322940148019	2
1	2	0.633216054721436	2
1	1	0.696813708759537	2
1	1	0.48803711987032	2
1	1	0.510012058221334	2
1	1	0.496350593843434	2
1	1	0.571857646347575	2
1	1	0.706430890087398	2
1	1	0.613617017343594	2
1	1	0.551927378480826	2
1	1	0.516953877845495	2
1	2	0.552807605307407	2
1	1	0.706403708866413	2
1	2	0.696302963846859	2
1	1	0.598570252189156	2
1	1	0.472009613141672	2
1	1	0.587729120844736	2
1	1	0.689617636506183	2
1	2	0.46425763110094	2
1	2	0.586631980590005	2
1	1	0.515711719113539	2
1	1	0.599421166106339	2
1	1	0.630811774350691	2
1	1	0.522553649482761	2
1	1	0.998637766816624	2
1	1	0.46317651132791	2
1	1	0.517264475459272	2
1	1	0.490570216729408	2
1	1	0.594624836018524	2
1	2	0.942833709899616	2
1	1	0.558831620435977	2
1	1	0.531192193634128	2
1	1	0.592855728117478	2
1	1	0.553536599533057	2
1	1	0.520705331038177	2
1	2	0.544912003408161	2
1	1	0.690479858431633	2
1	1	0.534620866638048	2
1	1	0.533557744886744	2
1	1	0.65402778752507	2
1	1	0.573703417945148	2
1	1	0.497722598619847	2
1	1	0.668879958653128	2
1	1	0.590387964053235	2
1	1	0.546877813553311	2
1	1	0.522435609721198	2
1	1	0.557653353779072	2
1	1	0.515233078461008	2
1	1	0.881878950777429	2
1	1	0.699649013906361	2
1	1	0.603760670415879	2
1	1	0.477284902367237	2
1	1	0.626112963617176	2
1	1	0.689327245172785	2
1	1	0.686006152551496	2
1	1	0.86565090349192	2
1	1	0.543203952036305	2
1	1	0.603086549926856	2
1	1	0.555922179765336	2
1	1	0.851923884225857	2
1	1	0.455409103907208	2
1	1	0.529605967654454	2
1	2	0.537415387768874	2
1	1	0.516650025629651	2
1	1	0.552420386359514	2
1	1	0.575018803628969	2
1	1	0.631155769218014	2
1	1	0.554508159149128	2
1	2	0.630633508668283	2
1	1	0.553928927698504	2
1	1	0.543889155816904	2
1	2	0.630419112567033	2
1	1	0.468713829853996	2
1	1	0.68519185146042	2
1	1	0.494089140738081	2
1	1	0.580928553049744	2
1	1	0.457544121343377	2
1	1	0.49535766101846	2
1	1	0.522841680825174	2
1	1	0.677059289189828	2
1	2	0.6475775063352	2
1	1	0.631825185969606	2
1	1	0.812425554617892	2
1	1	0.585276064852398	2
1	1	0.512204547031677	2
1	1	0.479626752249834	2
1	1	0.551539350528222	2
1	1	0.59770933360771	2
1	1	0.625662788671033	2
1	1	0.557036493237173	2
1	1	0.59681073084057	2
1	1	0.569704064711231	2
1	1	0.571647251169287	2
1	1	0.514998911571073	2
1	2	0.474888054266125	2
1	1	0.464278364670156	2
1	1	0.585614264602882	2
1	2	0.872661299920138	2
1	1	0.531767529558647	2
1	2	0.67025336768038	2
1	2	0.741183553356683	2
1	1	0.613906308531599	2
1	1	0.587697412334443	2
1	1	0.521743919147866	2
1	1	0.581032276419664	2
1	1	0.487340661130662	2
1	1	0.589269559957085	2
1	2	0.721127407282307	2
1	2	0.561628760387086	2
1	1	0.527071059807358	2
1	1	0.661673186583754	2
1	1	0.736841173753867	2
1	1	0.491084066508287	2
1	1	0.860566619335262	2
1	1	0.544254517191962	2
1	1	0.719586900983941	2
1	1	0.53642102407453	2
1	1	0.659028839762146	2
1	2	0.708979394073995	2
1	1	0.64553553690584	2
1	2	0.587197369501671	2
1	1	0.632700653844676	2
1	1	0.463385091168952	2
1	2	0.804095383179909	2
1	2	0.967172967262736	2
1	1	0.571844974656884	2
1	1	0.537224343594111	2
1	1	0.524330593037029	2
1	1	0.557168131162921	2
1	2	0.542758450515059	2
1	1	0.616524288743479	2
1	1	0.480556832457554	2
1	1	0.51011263254442	2
1	1	0.529815697768646	2
1	1	0.582737671331244	2
1	1	0.611291087158216	2
1	1	0.531965385216457	2
1	1	0.544347836415632	2
1	1	0.70305317319136	2
1	1	0.497058532324824	2
1	1	0.528212628268922	2
1	2	0.555083648206861	2
1	1	0.505678921137812	2
1	1	0.77352041356622	2
1	1	0.531608302064365	2
1	1	0.538069608657162	2
1	2	0.56871390904552	2
1	1	0.464983084375482	2
1	1	0.511939613726454	2
1	1	0.542205232799334	2
1	2	0.647189825319098	2
1	1	0.535274446710176	2
1	1	0.478088077051236	2
1	1	0.598309070875886	2
1	2	0.635142256356745	2
1	1	0.480601187080459	2
1	1	0.451438213996783	2
1	2	0.730478478162627	2
1	2	0.563276742397645	2
1	1	0.769554012133005	2
1	2	0.549957807272929	2
1	2	0.521055858083341	2
1	1	0.602384086083802	2
1	2	0.501384336163377	2
1	1	0.678452672010321	2
1	1	0.599631738251277	2
1	1	0.598183576904172	2
1	1	0.621969219428422	2
1	1	0.556430885461796	2
1	1	0.531309525181918	2
1	1	0.748684361213764	2
1	2	0.599834910189881	2
1	2	0.578595682473657	2
1	2	0.529531547552076	2
1	1	0.527909363206919	2
1	2	0.662054670038578	2
1	1	0.553346259570923	2
1	1	0.582072215529019	2
1	1	0.513073505827393	2
1	1	0.578774473638355	2
1	1	0.503490653768716	2
1	2	0.532226531083908	2
1	1	0.723931855944502	2
1	2	0.503879536857596	2
1	1	0.56266999043369	2
1	1	0.629654180125663	2
1	1	0.572048749685709	2
1	1	0.636335652227887	2
1	2	0.614224624340489	2
1	1	0.59878753288367	2
1	1	0.556351557153025	2
1	1	0.512596941759425	2
1	1	0.663228779714308	2
1	1	0.463084049337975	2
1	1	0.591625901243672	2
1	1	0.91401870339173	2
1	1	0.578717106778367	2
1	1	0.61472105164074	2
1	1	0.582683561384302	2
1	1	0.731253647000514	2
1	1	0.548439560317143	2
1	1	0.490568485512269	2
1	2	0.638289519728083	2
1	1	0.480270586730018	2
1	1	0.54758861492979	2
1	2	0.502430263917921	2
1	2	0.54741497891758	2
1	1	0.724542965873975	2
1	1	0.660931656991111	2
1	1	0.569033454630086	2
1	1	0.562293795971765	2
1	1	0.64254725493647	2
1	1	0.495766422637926	2
1	2	0.596565380101856	2
1	1	0.55357081942525	2
1	1	0.649474567454949	2
1	1	0.558071315040396	2
1	1	0.928602001685859	2
1	1	0.565798012191295	2
1	2	0.554004059909759	2
1	2	0.643449936315214	2
1	1	0.474738143063382	2
1	1	0.554541374425687	2
1	1	0.503194034987932	2
1	1	0.50932775974916	2
1	2	0.867574993264375	2
1	1	0.471366586614647	2
1	2	0.614793572847864	2
1	2	0.525196354904765	2
1	1	0.514806556557467	2
1	1	0.694280222730187	2
1	1	0.48447983769881	2
1	1	0.530996042380292	2
1	1	0.568870502669969	2
1	1	0.544468472681056	2
1	1	0.459506769326775	2
1	1	0.764374253342604	2
1	2	0.662458233065347	2
1	1	0.488183670438134	2
1	1	0.485722776983848	2
1	1	0.807317542987786	2
1	1	0.468348889501939	2
1	2	0.524610736424835	2
1	1	0.56537903022659	2
1	1	0.699661065395001	2
1	1	0.529377133618267	2
1	2	0.621685481023355	2
1	1	0.584008129639187	2
1	2	0.660234348068869	2
1	2	0.997175685968472	2
1	1	0.467356463283933	2
1	2	0.658297876600778	2
1	1	0.475654333172895	2
1	1	0.539172939001435	2
1	2	0.766563359685018	2
1	2	0.651039519604908	2
1	1	0.542458695767205	2
1	1	0.88991806128101	2
1	1	0.710711554431945	2
1	1	0.563868991124831	2
1	2	0.594864000028553	2
1	1	0.591493946195256	2
1	1	0.547538402682451	2
1	1	0.592982785484329	2
1	1	0.557478409553074	2
1	1	0.546787195254614	2
1	1	0.702426223884913	2
1	1	0.552803722463462	2
1	1	0.550218517580925	2
1	1	0.528472387450001	2
1	1	0.659477109626126	2
1	1	0.689573348076842	2
1	1	0.526144466581594	2
1	1	0.533539531660675	2
1	2	0.533740217220036	2
1	1	0.809590563505661	2
1	2	0.625020631705784	2
1	1	0.609425915720311	2
